roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,f1_mean,f1_std,far_mean,far_std,n_folds,dataset,detector,fs_hz,label
0.797218533412305,0.03957415268194358,0.9275282754856148,0.03505577440810034,0.6003545943275275,0.05499240184119252,0.0681045751633987,0.07030231369130549,5,mafaulda,ocsvm,120.0,underhang_outer_race
0.6749519541664303,0.04467050160471908,0.9131350260940083,0.018378383846973125,0.21075536232996644,0.09587843919386471,0.0681045751633987,0.07030231369130549,5,mafaulda,ocsvm,120.0,vertical_misalignment
0.49690956141129144,0.0758093517252366,0.791017199316759,0.03223270088868137,0.012952526148916493,0.011067941422042812,0.024836601307189544,0.03172123764018236,5,mafaulda,mahalanobis,60.0,horizontal_misalignment
0.7627388728302844,0.03309012390577284,0.9528483876934107,0.00626470371141874,0.41744516538848914,0.06785798022821955,0.024836601307189544,0.03172123764018236,5,mafaulda,mahalanobis,60.0,imbalance
0.7782984668086552,0.05065056665059426,0.9112791570342337,0.01652017241294902,0.5071398036122752,0.12037156284363758,0.024836601307189544,0.03172123764018236,5,mafaulda,mahalanobis,60.0,overhang_ball_fault
0.7526123993233809,0.07364652610249302,0.9171441705740833,0.027404673018214337,0.385215091841662,0.09366020380297184,0.024836601307189544,0.03172123764018236,5,mafaulda,mahalanobis,60.0,overhang_cage_fault
0.7598739405951207,0.026371046190741883,0.9217772585430799,0.007018399637207998,0.4065512220262228,0.12189056960659951,0.024836601307189544,0.03172123764018236,5,mafaulda,mahalanobis,60.0,overhang_outer_race
0.5968549846513787,0.028608573982380998,0.8492806026663551,0.012461514679076456,0.1422614990785883,0.08878525465451208,0.024836601307189544,0.03172123764018236,5,mafaulda,mahalanobis,60.0,underhang_ball_fault
0.6208622517983291,0.031960652602743396,0.8655048107946021,0.01211144670347946,0.2518809846426854,0.09564608704554148,0.024836601307189544,0.03172123764018236,5,mafaulda,mahalanobis,60.0,underhang_cage_fault
0.6603066619098914,0.07610316282628202,0.8767534507679814,0.034174583058337864,0.21460586329742334,0.08852771497608915,0.024836601307189544,0.03172123764018236,5,mafaulda,mahalanobis,60.0,underhang_outer_race
